Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8
169	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_36R_crop_8000,-15.00,0.00,175,175)	pic(DBear_cushio56,0.00,15.00,175,175)	pic(DBear_pasta27,15.00,0.00,175,175)	pic(DBear_antfry13,0.00,-15.00,175,175)
170	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_212R_crop_8000,0.00,-15.00,175,175)	pic(DBear_hyponee4,15.00,0.00,175,175)	pic(DBear_wig72,0.00,15.00,175,175)	pic(DBear_cookmld5,-15.00,0.00,175,175)
171	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_146R_crop_8000,-15.00,0.00,175,175)	pic(DBear_brooch21,0.00,15.00,175,175)	pic(DBear_antfry13,0.00,-15.00,175,175)	pic(DBear_67polic3,15.00,0.00,175,175)
172	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_36R_crop_8000,0.00,-15.00,175,175)	pic(DBear_frogbru4,0.00,15.00,175,175)	pic(DBear_notepad6,-15.00,0.00,175,175)	pic(DBear_cutboar7,15.00,0.00,175,175)
173	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_129R_crop_8000,15.00,0.00,175,175)	pic(DBear_pandabe3,-15.00,0.00,175,175)	pic(DBear_toque8,0.00,-15.00,175,175)	pic(DBear_bracel31,0.00,15.00,175,175)
174	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_212R_crop_8000,0.00,15.00,175,175)	pic(DBear_spacehe2,15.00,0.00,175,175)	pic(DBear_doll91,0.00,-15.00,175,175)	pic(DBear_footst13,-15.00,0.00,175,175)
175	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_110R_crop_8000,15.00,0.00,175,175)	pic(DBear_goldcon6,-15.00,0.00,175,175)	pic(DBear_94ZR-1,0.00,15.00,175,175)	pic(DBear_cricket2,0.00,-15.00,175,175)
176	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_129R_crop_8000,15.00,0.00,175,175)	pic(DBear_metjug2,-15.00,0.00,175,175)	pic(DBear_paintb16,0.00,-15.00,175,175)	pic(DBear_fishlu38,0.00,15.00,175,175)
177	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_212R_crop_8000,15.00,0.00,175,175)	pic(DBear_broach43,0.00,-15.00,175,175)	pic(DBear_radio14,-15.00,0.00,175,175)	pic(DBear_sungla19,0.00,15.00,175,175)
178	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_146R_crop_8000,15.00,0.00,175,175)	pic(DBear_silvrin5,0.00,15.00,175,175)	pic(DBear_tajmaha2,0.00,-15.00,175,175)	pic(DBear_tablel76,-15.00,0.00,175,175)
179	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_129R_crop_8000,-15.00,0.00,175,175)	pic(DBear_salami,0.00,-15.00,175,175)	pic(DBear_toque8,0.00,15.00,175,175)	pic(DBear_oranged2,15.00,0.00,175,175)
180	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_36R_crop_8000,0.00,-15.00,175,175)	pic(DBear_screw21,15.00,0.00,175,175)	pic(DBear_frame77,0.00,15.00,175,175)	pic(DBear_spacehe2,-15.00,0.00,175,175)
181	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_165R_crop_8000,0.00,15.00,175,175)	pic(DBear_alarmsy8,-15.00,0.00,175,175)	pic(DBear_heartfra,15.00,0.00,175,175)	pic(DBear_antcar3,0.00,-15.00,175,175)
182	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_146R_crop_8000,-15.00,0.00,175,175)	pic(DBear_wickpitc,15.00,0.00,175,175)	pic(DBear_ovenmit7,0.00,-15.00,175,175)	pic(DBear_pictfr24,0.00,15.00,175,175)
183	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_212R_crop_8000,-15.00,0.00,175,175)	pic(DBear_brush9,0.00,-15.00,175,175)	pic(DBear_rollinpi,0.00,15.00,175,175)	pic(DBear_manjui2,15.00,0.00,175,175)
184	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_20R_crop_8000,0.00,-15.00,175,175)	pic(DBear_praymant,-15.00,0.00,175,175)	pic(DBear_jagss103,15.00,0.00,175,175)	pic(DBear_rose6,0.00,15.00,175,175)
185	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_20R_crop_8000,-15.00,0.00,175,175)	pic(DBear_shelf2,0.00,15.00,175,175)	pic(DBear_goosedec,0.00,-15.00,175,175)	pic(DBear_antiron2,15.00,0.00,175,175)
186	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_20R_crop_8000,0.00,-15.00,175,175)	pic(DBear_wicker3,15.00,0.00,175,175)	pic(DBear_tracto60,0.00,15.00,175,175)	pic(DBear_silvlamp,-15.00,0.00,175,175)
187	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_20R_crop_8000,0.00,15.00,175,175)	pic(DBear_antiqr41,0.00,-15.00,175,175)	pic(DBear_rollinpi,-15.00,0.00,175,175)	pic(DBear_tapedis7,15.00,0.00,175,175)
188	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_146R_crop_8000,0.00,-15.00,175,175)	pic(DBear_antiqr14,15.00,0.00,175,175)	pic(DBear_reddoll,0.00,15.00,175,175)	pic(DBear_downhils,-15.00,0.00,175,175)
189	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_194R_crop_8000,0.00,-15.00,175,175)	pic(DBear_cookmld5,-15.00,0.00,175,175)	pic(DBear_neklace2,15.00,0.00,175,175)	pic(DBear_barrelv4,0.00,15.00,175,175)
190	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_146R_crop_8000,15.00,0.00,175,175)	pic(DBear_muffipa5,-15.00,0.00,175,175)	pic(DBear_kettle25,0.00,-15.00,175,175)	pic(DBear_chesset2,0.00,15.00,175,175)
191	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_129R_crop_8000,-15.00,0.00,175,175)	pic(DBear_firehat7,0.00,15.00,175,175)	pic(DBear_brooch36,0.00,-15.00,175,175)	pic(DBear_lionwalk,15.00,0.00,175,175)
192	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_165R_crop_8000,15.00,0.00,175,175)	pic(DBear_hyponee4,0.00,15.00,175,175)	pic(DBear_orienjar,0.00,-15.00,175,175)	pic(DBear_frenchf3,-15.00,0.00,175,175)
193	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_63R_crop_8000,0.00,-15.00,175,175)	pic(DBear_lampost5,-15.00,0.00,175,175)	pic(DBear_asianmas,0.00,15.00,175,175)	pic(DBear_brush26,15.00,0.00,175,175)
194	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_142R_crop_8000,0.00,-15.00,175,175)	pic(DBear_cooking3,15.00,0.00,175,175)	pic(DBear_antstov2,0.00,15.00,175,175)	pic(DBear_cricket4,-15.00,0.00,175,175)
195	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_36R_crop_8000,-15.00,0.00,175,175)	pic(DBear_shavingb,0.00,15.00,175,175)	pic(DBear_bupres5,0.00,-15.00,175,175)	pic(DBear_tractbu2,15.00,0.00,175,175)
196	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_194R_crop_8000,15.00,0.00,175,175)	pic(DBear_antcar48,0.00,-15.00,175,175)	pic(DBear_brooch36,0.00,15.00,175,175)	pic(DBear_dresse39,-15.00,0.00,175,175)
197	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_146R_crop_8000,-15.00,0.00,175,175)	pic(DBear_compute4,0.00,15.00,175,175)	pic(DBear_flashl18,15.00,0.00,175,175)	pic(DBear_hoopeari,0.00,-15.00,175,175)
198	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_63R_crop_8000,-15.00,0.00,175,175)	pic(DBear_jewelbo5,15.00,0.00,175,175)	pic(DBear_bupres5,0.00,-15.00,175,175)	pic(DBear_tractwh5,0.00,15.00,175,175)
199	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_63R_crop_8000,0.00,15.00,175,175)	pic(DBear_tablela5,15.00,0.00,175,175)	pic(DBear_fish21,0.00,-15.00,175,175)	pic(DBear_pineapp6,-15.00,0.00,175,175)
200	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_20R_crop_8000,0.00,15.00,175,175)	pic(DBear_longbe12,0.00,-15.00,175,175)	pic(DBear_hoopeari,-15.00,0.00,175,175)	pic(DBear_cabine31,15.00,0.00,175,175)
201	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_165R_crop_8000,-15.00,0.00,175,175)	pic(DBear_tracto67,0.00,-15.00,175,175)	pic(DBear_beadnec3,0.00,15.00,175,175)	pic(DBear_lamp76,15.00,0.00,175,175)
202	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_36R_crop_8000,15.00,0.00,175,175)	pic(DBear_picninct,-15.00,0.00,175,175)	pic(DBear_saphiri2,0.00,-15.00,175,175)	pic(DBear_bupres5,0.00,15.00,175,175)
203	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_129R_crop_8000,15.00,0.00,175,175)	pic(DBear_94Supra4,-15.00,0.00,175,175)	pic(DBear_duster7,0.00,15.00,175,175)	pic(DBear_radioa18,0.00,-15.00,175,175)
204	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_194R_crop_8000,15.00,0.00,175,175)	pic(DBear_cooking3,0.00,15.00,175,175)	pic(DBear_cradle,-15.00,0.00,175,175)	pic(DBear_kettle29,0.00,-15.00,175,175)
205	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_20R_crop_8000,-15.00,0.00,175,175)	pic(DBear_downhils,0.00,15.00,175,175)	pic(DBear_frogbru4,15.00,0.00,175,175)	pic(DBear_brooch36,0.00,-15.00,175,175)
206	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_194R_crop_8000,-15.00,0.00,175,175)	pic(DBear_whisk5,0.00,-15.00,175,175)	pic(DBear_paintbr5,15.00,0.00,175,175)	pic(DBear_streesw6,0.00,15.00,175,175)
207	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_194R_crop_8000,0.00,15.00,175,175)	pic(DBear_bracel31,-15.00,0.00,175,175)	pic(DBear_beetle,0.00,-15.00,175,175)	pic(DBear_brownb21,15.00,0.00,175,175)
208	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_63R_crop_8000,0.00,-15.00,175,175)	pic(DBear_tractb11,-15.00,0.00,175,175)	pic(DBear_brooch36,15.00,0.00,175,175)	pic(DBear_flowers5,0.00,15.00,175,175)
209	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_110R_crop_8000,15.00,0.00,175,175)	pic(DBear_wontons7,0.00,-15.00,175,175)	pic(DBear_glascont,-15.00,0.00,175,175)	pic(DBear_casket2,0.00,15.00,175,175)
210	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_36R_crop_8000,15.00,0.00,175,175)	pic(DBear_antstov2,-15.00,0.00,175,175)	pic(DBear_coppan3,0.00,15.00,175,175)	pic(DBear_pearlbro,0.00,-15.00,175,175)
211	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_194R_crop_8000,-15.00,0.00,175,175)	pic(DBear_heartpen,15.00,0.00,175,175)	pic(DBear_fishho17,0.00,15.00,175,175)	pic(DBear_straine8,0.00,-15.00,175,175)
212	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_63R_crop_8000,15.00,0.00,175,175)	pic(DBear_cushio91,0.00,15.00,175,175)	pic(DBear_maccompu,0.00,-15.00,175,175)	pic(DBear_kettle34,-15.00,0.00,175,175)
213	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_110R_crop_8000,15.00,0.00,175,175)	pic(DBear_birdfigu,-15.00,0.00,175,175)	pic(DBear_cricket4,0.00,15.00,175,175)	pic(DBear_fishho22,0.00,-15.00,175,175)
214	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_165R_crop_8000,-15.00,0.00,175,175)	pic(DBear_dinroomt,0.00,15.00,175,175)	pic(DBear_ovenmit7,0.00,-15.00,175,175)	pic(DBear_raceca18,15.00,0.00,175,175)
215	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_165R_crop_8000,0.00,15.00,175,175)	pic(DBear_broach43,0.00,-15.00,175,175)	pic(DBear_foodpro5,15.00,0.00,175,175)	pic(DBear_scisso12,-15.00,0.00,175,175)
216	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_146R_crop_8000,15.00,0.00,175,175)	pic(DBear_wig72,0.00,-15.00,175,175)	pic(DBear_ashtray8,-15.00,0.00,175,175)	pic(DBear_silvrin5,0.00,15.00,175,175)
217	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_146R_crop_8000,15.00,0.00,175,175)	pic(DBear_flashl35,0.00,-15.00,175,175)	pic(DBear_doll158,-15.00,0.00,175,175)	pic(DBear_sushi8,0.00,15.00,175,175)
218	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_36R_crop_8000,0.00,-15.00,175,175)	pic(DBear_coatha23,-15.00,0.00,175,175)	pic(DBear_antcar3,15.00,0.00,175,175)	pic(DBear_ivorcan4,0.00,15.00,175,175)
219	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_194R_crop_8000,15.00,0.00,175,175)	pic(DBear_bouquet2,-15.00,0.00,175,175)	pic(DBear_scale25,0.00,-15.00,175,175)	pic(DBear_goosedec,0.00,15.00,175,175)
220	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_110R_crop_8000,0.00,15.00,175,175)	pic(DBear_syringe5,15.00,0.00,175,175)	pic(DBear_tealcar,-15.00,0.00,175,175)	pic(DBear_cooking3,0.00,-15.00,175,175)
221	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_20R_crop_8000,0.00,-15.00,175,175)	pic(DBear_antstov2,-15.00,0.00,175,175)	pic(DBear_browtro2,15.00,0.00,175,175)	pic(DBear_sagrabuq,0.00,15.00,175,175)
222	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_165R_crop_8000,0.00,15.00,175,175)	pic(DBear_cookpo41,15.00,0.00,175,175)	pic(DBear_icebucke,0.00,-15.00,175,175)	pic(DBear_fishho22,-15.00,0.00,175,175)
223	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_129R_crop_8000,0.00,-15.00,175,175)	pic(DBear_brooch36,15.00,0.00,175,175)	pic(DBear_femalbu6,0.00,15.00,175,175)	pic(DBear_heartpen,-15.00,0.00,175,175)
224	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_194R_crop_8000,15.00,0.00,175,175)	pic(DBear_pictfr24,0.00,15.00,175,175)	pic(DBear_suitca20,-15.00,0.00,175,175)	pic(DBear_brokumbr,0.00,-15.00,175,175)
